product_id,gender,title,details,player,team,color,size,price
205,mens,shoes,sneakers,Null,Chiefs,yellow,large,55.5
206,womans,shoes,sneakers,Null,Chiefs,yellow,large,55.5
207,mens,shoes,sneakers,Null,Chiefs,yellow,medium,55.5
208,womans,shoes,sneakers,Null,Chiefs,yellow,medium,55.5
209,mens,shoes,sneakers,Null,Chiefs,yellow,small,55.5
210,womans,shoes,sneakers,Null,Chiefs,yellow,small,55.5
211,mens,shoes,sandals,Null,Chiefs,yellow,large,55.5
212,womans,shoes,sandals,Null,Chiefs,yellow,large,55.5
213,mens,shoes,sandals,Null,Chiefs,yellow,medium,55.5
214,womans,shoes,sandals,Null,Chiefs,yellow,medium,55.5
215,mens,shoes,sandals,Null,Chiefs,yellow,small,55.5
216,womans,shoes,sandals,Null,Chiefs,yellow,small,55.5
217,mens,shirts,longsleeve,Null,49ers,red,large,29.99
218,womans,shirts,longsleeve,Null,49ers,red,large,29.99
219,mens,shirts,longsleeve,Null,49ers,red,medium,29.99
220,womans,shirts,longsleeve,Null,49ers,red,medium,29.99
221,mens,shirts,longsleeve,Null,49ers,red,small,29.99
222,womans,shirts,longsleeve,Null,49ers,red,small,29.99
223,mens,shirts,shortsleeve,Null,49ers,red,large,29.99
224,womans,shirts,shortsleeve,Null,49ers,red,large,29.99
225,mens,shirts,shortsleeve,Null,49ers,red,medium,29.99
226,womans,shirts,shortsleeve,Null,49ers,red,medium,29.99
227,mens,shirts,shortsleeve,Null,49ers,red,small,29.99
228,womans,shirts,shortsleeve,Null,49ers,red,small,29.99
229,mens,pants,joggers,Null,49ers,red,large,32.49
230,womans,pants,joggers,Null,49ers,red,large,32.49
231,mens,pants,joggers,Null,49ers,red,medium,32.49
232,womans,pants,joggers,Null,49ers,red,medium,32.49
233,mens,pants,joggers,Null,49ers,red,small,32.49
234,womans,pants,joggers,Null,49ers,red,small,32.49
235,mens,pants,shorts,Null,49ers,red,large,32.49
236,womans,pants,shorts,Null,49ers,red,large,32.49
237,mens,pants,shorts,Null,49ers,red,medium,32.49
238,womans,pants,shorts,Null,49ers,red,medium,32.49
239,mens,pants,shorts,Null,49ers,red,small,32.49
240,womans,pants,shorts,Null,49ers,red,small,32.49
241,mens,shoes,sneakers,Null,49ers,red,large,55.5
242,womans,shoes,sneakers,Null,49ers,red,large,55.5
243,mens,shoes,sneakers,Null,49ers,red,medium,55.5
244,womans,shoes,sneakers,Null,49ers,red,medium,55.5
245,mens,shoes,sneakers,Null,49ers,red,small,55.5
246,womans,shoes,sneakers,Null,49ers,red,small,55.5
247,mens,shoes,sandals,Null,49ers,red,large,55.5
248,womans,shoes,sandals,Null,49ers,red,large,55.5
249,mens,shoes,sandals,Null,49ers,red,medium,55.5
250,womans,shoes,sandals,Null,49ers,red,medium,55.5
251,mens,shoes,sandals,Null,49ers,red,small,55.5
252,womans,shoes,sandals,Null,49ers,red,small,55.5
253,mens,shirts,longsleeve,Null,49ers,white,large,29.99
254,womans,shirts,longsleeve,Null,49ers,white,large,29.99
255,mens,shirts,longsleeve,Null,49ers,white,medium,29.99
256,womans,shirts,longsleeve,Null,49ers,white,medium,29.99
257,mens,shirts,longsleeve,Null,49ers,white,small,29.99
258,womans,shirts,longsleeve,Null,49ers,white,small,29.99
259,mens,shirts,shortsleeve,Null,49ers,white,large,29.99
260,womans,shirts,shortsleeve,Null,49ers,white,large,29.99
261,mens,shirts,shortsleeve,Null,49ers,white,medium,29.99
262,womans,shirts,shortsleeve,Null,49ers,white,medium,29.99
263,mens,shirts,shortsleeve,Null,49ers,white,small,29.99
264,womans,shirts,shortsleeve,Null,49ers,white,small,29.99
265,mens,pants,joggers,Null,49ers,white,large,32.49
266,womans,pants,joggers,Null,49ers,white,large,32.49
267,mens,pants,joggers,Null,49ers,white,medium,32.49
268,womans,pants,joggers,Null,49ers,white,medium,32.49
269,mens,pants,joggers,Null,49ers,white,small,32.49
270,womans,pants,joggers,Null,49ers,white,small,32.49
271,mens,pants,shorts,Null,49ers,white,large,32.49
272,womans,pants,shorts,Null,49ers,white,large,32.49
273,mens,pants,shorts,Null,49ers,white,medium,32.49
274,womans,pants,shorts,Null,49ers,white,medium,32.49
275,mens,pants,shorts,Null,49ers,white,small,32.49
276,womans,pants,shorts,Null,49ers,white,small,32.49
277,mens,shoes,sneakers,Null,49ers,white,large,55.5
278,womans,shoes,sneakers,Null,49ers,white,large,55.5
279,mens,shoes,sneakers,Null,49ers,white,medium,55.5
280,womans,shoes,sneakers,Null,49ers,white,medium,55.5
281,mens,shoes,sneakers,Null,49ers,white,small,55.5
282,womans,shoes,sneakers,Null,49ers,white,small,55.5
283,mens,shoes,sandals,Null,49ers,white,large,55.5
284,womans,shoes,sandals,Null,49ers,white,large,55.5
285,mens,shoes,sandals,Null,49ers,white,medium,55.5
286,womans,shoes,sandals,Null,49ers,white,medium,55.5
287,mens,shoes,sandals,Null,49ers,white,small,55.5
288,womans,shoes,sandals,Null,49ers,white,small,55.5
289,mens,shirts,longsleeve,Null,49ers,black,large,29.99
290,womans,shirts,longsleeve,Null,49ers,black,large,29.99
291,mens,shirts,longsleeve,Null,49ers,black,medium,29.99
292,womans,shirts,longsleeve,Null,49ers,black,medium,29.99
293,mens,shirts,longsleeve,Null,49ers,black,small,29.99
294,womans,shirts,longsleeve,Null,49ers,black,small,29.99
295,mens,shirts,shortsleeve,Null,49ers,black,large,29.99
296,womans,shirts,shortsleeve,Null,49ers,black,large,29.99
297,mens,shirts,shortsleeve,Null,49ers,black,medium,29.99
298,womans,shirts,shortsleeve,Null,49ers,black,medium,29.99
299,mens,shirts,shortsleeve,Null,49ers,black,small,29.99
300,womans,shirts,shortsleeve,Null,49ers,black,small,29.99
301,mens,pants,joggers,Null,49ers,black,large,32.49
302,womans,pants,joggers,Null,49ers,black,large,32.49
303,mens,pants,joggers,Null,49ers,black,medium,32.49
304,womans,pants,joggers,Null,49ers,black,medium,32.49
305,mens,pants,joggers,Null,49ers,black,small,32.49
306,womans,pants,joggers,Null,49ers,black,small,32.49
307,mens,pants,shorts,Null,49ers,black,large,32.49
308,womans,pants,shorts,Null,49ers,black,large,32.49
309,mens,pants,shorts,Null,49ers,black,medium,32.49
310,womans,pants,shorts,Null,49ers,black,medium,32.49
311,mens,pants,shorts,Null,49ers,black,small,32.49
312,womans,pants,shorts,Null,49ers,black,small,32.49
313,mens,shoes,sneakers,Null,49ers,black,large,55.5
314,womans,shoes,sneakers,Null,49ers,black,large,55.5
315,mens,shoes,sneakers,Null,49ers,black,medium,55.5
316,womans,shoes,sneakers,Null,49ers,black,medium,55.5
317,mens,shoes,sneakers,Null,49ers,black,small,55.5
318,womans,shoes,sneakers,Null,49ers,black,small,55.5
319,mens,shoes,sandals,Null,49ers,black,large,55.5
320,womans,shoes,sandals,Null,49ers,black,large,55.5
321,mens,shoes,sandals,Null,49ers,black,medium,55.5
322,womans,shoes,sandals,Null,49ers,black,medium,55.5
323,mens,shoes,sandals,Null,49ers,black,small,55.5
324,womans,shoes,sandals,Null,49ers,black,small,55.5
325,mens,shirts,longsleeve,Null,Lions,blue,large,29.99
326,womans,shirts,longsleeve,Null,Lions,blue,large,29.99
327,mens,shirts,longsleeve,Null,Lions,blue,medium,29.99
328,womans,shirts,longsleeve,Null,Lions,blue,medium,29.99
329,mens,shirts,longsleeve,Null,Lions,blue,small,29.99
330,womans,shirts,longsleeve,Null,Lions,blue,small,29.99
331,mens,shirts,shortsleeve,Null,Lions,blue,large,29.99
332,womans,shirts,shortsleeve,Null,Lions,blue,large,29.99
333,mens,shirts,shortsleeve,Null,Lions,blue,medium,29.99
334,womans,shirts,shortsleeve,Null,Lions,blue,medium,29.99
335,mens,shirts,shortsleeve,Null,Lions,blue,small,29.99
336,womans,shirts,shortsleeve,Null,Lions,blue,small,29.99
337,mens,pants,joggers,Null,Lions,blue,large,32.49
338,womans,pants,joggers,Null,Lions,blue,large,32.49
339,mens,pants,joggers,Null,Lions,blue,medium,32.49
340,womans,pants,joggers,Null,Lions,blue,medium,32.49
341,mens,pants,joggers,Null,Lions,blue,small,32.49
342,womans,pants,joggers,Null,Lions,blue,small,32.49
343,mens,pants,shorts,Null,Lions,blue,large,32.49
344,womans,pants,shorts,Null,Lions,blue,large,32.49
345,mens,pants,shorts,Null,Lions,blue,medium,32.49
346,womans,pants,shorts,Null,Lions,blue,medium,32.49
347,mens,pants,shorts,Null,Lions,blue,small,32.49
348,womans,pants,shorts,Null,Lions,blue,small,32.49
349,mens,shoes,sneakers,Null,Lions,blue,large,55.5
350,womans,shoes,sneakers,Null,Lions,blue,large,55.5
351,mens,shoes,sneakers,Null,Lions,blue,medium,55.5
352,womans,shoes,sneakers,Null,Lions,blue,medium,55.5
353,mens,shoes,sneakers,Null,Lions,blue,small,55.5
354,womans,shoes,sneakers,Null,Lions,blue,small,55.5
355,mens,shoes,sandals,Null,Lions,blue,large,55.5
356,womans,shoes,sandals,Null,Lions,blue,large,55.5
357,mens,shoes,sandals,Null,Lions,blue,medium,55.5
358,womans,shoes,sandals,Null,Lions,blue,medium,55.5
359,mens,shoes,sandals,Null,Lions,blue,small,55.5
360,womans,shoes,sandals,Null,Lions,blue,small,55.5
361,mens,shirts,longsleeve,Null,Lions,white,large,29.99
362,womans,shirts,longsleeve,Null,Lions,white,large,29.99
363,mens,shirts,longsleeve,Null,Lions,white,medium,29.99
364,womans,shirts,longsleeve,Null,Lions,white,medium,29.99
365,mens,shirts,longsleeve,Null,Lions,white,small,29.99
366,womans,shirts,longsleeve,Null,Lions,white,small,29.99
367,mens,shirts,shortsleeve,Null,Lions,white,large,29.99
368,womans,shirts,shortsleeve,Null,Lions,white,large,29.99
369,mens,shirts,shortsleeve,Null,Lions,white,medium,29.99
370,womans,shirts,shortsleeve,Null,Lions,white,medium,29.99
371,mens,shirts,shortsleeve,Null,Lions,white,small,29.99
372,womans,shirts,shortsleeve,Null,Lions,white,small,29.99
373,mens,pants,joggers,Null,Lions,white,large,32.49
374,womans,pants,joggers,Null,Lions,white,large,32.49
375,mens,pants,joggers,Null,Lions,white,medium,32.49
376,womans,pants,joggers,Null,Lions,white,medium,32.49
377,mens,pants,joggers,Null,Lions,white,small,32.49
378,womans,pants,joggers,Null,Lions,white,small,32.49
379,mens,pants,shorts,Null,Lions,white,large,32.49
380,womans,pants,shorts,Null,Lions,white,large,32.49
381,mens,pants,shorts,Null,Lions,white,medium,32.49
382,womans,pants,shorts,Null,Lions,white,medium,32.49
383,mens,pants,shorts,Null,Lions,white,small,32.49
384,womans,pants,shorts,Null,Lions,white,small,32.49
385,mens,shoes,sneakers,Null,Lions,white,large,55.5
386,womans,shoes,sneakers,Null,Lions,white,large,55.5
387,mens,shoes,sneakers,Null,Lions,white,medium,55.5
388,womans,shoes,sneakers,Null,Lions,white,medium,55.5
389,mens,shoes,sneakers,Null,Lions,white,small,55.5
390,womans,shoes,sneakers,Null,Lions,white,small,55.5
391,mens,shoes,sandals,Null,Lions,white,large,55.5
392,womans,shoes,sandals,Null,Lions,white,large,55.5
393,mens,shoes,sandals,Null,Lions,white,medium,55.5
394,womans,shoes,sandals,Null,Lions,white,medium,55.5
395,mens,shoes,sandals,Null,Lions,white,small,55.5
396,womans,shoes,sandals,Null,Lions,white,small,55.5
397,mens,shirts,longsleeve,Null,Lions,grey,large,29.99
398,womans,shirts,longsleeve,Null,Lions,grey,large,29.99
399,mens,shirts,longsleeve,Null,Lions,grey,medium,29.99
400,womans,shirts,longsleeve,Null,Lions,grey,medium,29.99
401,mens,shirts,longsleeve,Null,Lions,grey,small,29.99
402,womans,shirts,longsleeve,Null,Lions,grey,small,29.99
403,mens,shirts,shortsleeve,Null,Lions,grey,large,29.99
404,womans,shirts,shortsleeve,Null,Lions,grey,large,29.99
405,mens,shirts,shortsleeve,Null,Lions,grey,medium,29.99
406,womans,shirts,shortsleeve,Null,Lions,grey,medium,29.99
407,mens,shirts,shortsleeve,Null,Lions,grey,small,29.99
408,womans,shirts,shortsleeve,Null,Lions,grey,small,29.99
409,mens,pants,joggers,Null,Lions,grey,large,32.49
410,womans,pants,joggers,Null,Lions,grey,large,32.49
411,mens,pants,joggers,Null,Lions,grey,medium,32.49
412,womans,pants,joggers,Null,Lions,grey,medium,32.49
413,mens,pants,joggers,Null,Lions,grey,small,32.49
414,womans,pants,joggers,Null,Lions,grey,small,32.49
415,mens,pants,shorts,Null,Lions,grey,large,32.49
416,womans,pants,shorts,Null,Lions,grey,large,32.49
417,mens,pants,shorts,Null,Lions,grey,medium,32.49
418,womans,pants,shorts,Null,Lions,grey,medium,32.49
419,mens,pants,shorts,Null,Lions,grey,small,32.49
420,womans,pants,shorts,Null,Lions,grey,small,32.49
421,mens,shoes,sneakers,Null,Lions,grey,large,55.5
422,womans,shoes,sneakers,Null,Lions,grey,large,55.5
423,mens,shoes,sneakers,Null,Lions,grey,medium,55.5
424,womans,shoes,sneakers,Null,Lions,grey,medium,55.5
425,mens,shoes,sneakers,Null,Lions,grey,small,55.5
426,womans,shoes,sneakers,Null,Lions,grey,small,55.5
427,mens,shoes,sandals,Null,Lions,grey,large,55.5
428,womans,shoes,sandals,Null,Lions,grey,large,55.5
429,mens,shoes,sandals,Null,Lions,grey,medium,55.5
430,womans,shoes,sandals,Null,Lions,grey,medium,55.5
431,mens,shoes,sandals,Null,Lions,grey,small,55.5
432,womans,shoes,sandals,Null,Lions,grey,small,55.5
433,mens,shirts,longsleeve,Null,Vikings,purple,large,29.99
434,womans,shirts,longsleeve,Null,Vikings,purple,large,29.99
435,mens,shirts,longsleeve,Null,Vikings,purple,medium,29.99
436,womans,shirts,longsleeve,Null,Vikings,purple,medium,29.99
437,mens,shirts,longsleeve,Null,Vikings,purple,small,29.99
438,womans,shirts,longsleeve,Null,Vikings,purple,small,29.99
439,mens,shirts,shortsleeve,Null,Vikings,purple,large,29.99
440,womans,shirts,shortsleeve,Null,Vikings,purple,large,29.99
441,mens,shirts,shortsleeve,Null,Vikings,purple,medium,29.99
442,womans,shirts,shortsleeve,Null,Vikings,purple,medium,29.99
443,mens,shirts,shortsleeve,Null,Vikings,purple,small,29.99
444,womans,shirts,shortsleeve,Null,Vikings,purple,small,29.99
445,mens,pants,joggers,Null,Vikings,purple,large,32.49
446,womans,pants,joggers,Null,Vikings,purple,large,32.49
447,mens,pants,joggers,Null,Vikings,purple,medium,32.49
448,womans,pants,joggers,Null,Vikings,purple,medium,32.49
449,mens,pants,joggers,Null,Vikings,purple,small,32.49
450,womans,pants,joggers,Null,Vikings,purple,small,32.49
451,mens,pants,shorts,Null,Vikings,purple,large,32.49
452,womans,pants,shorts,Null,Vikings,purple,large,32.49
453,mens,pants,shorts,Null,Vikings,purple,medium,32.49
454,womans,pants,shorts,Null,Vikings,purple,medium,32.49
455,mens,pants,shorts,Null,Vikings,purple,small,32.49
456,womans,pants,shorts,Null,Vikings,purple,small,32.49
457,mens,shoes,sneakers,Null,Vikings,purple,large,55.5
458,womans,shoes,sneakers,Null,Vikings,purple,large,55.5
459,mens,shoes,sneakers,Null,Vikings,purple,medium,55.5
460,womans,shoes,sneakers,Null,Vikings,purple,medium,55.5
461,mens,shoes,sneakers,Null,Vikings,purple,small,55.5
462,womans,shoes,sneakers,Null,Vikings,purple,small,55.5
